start_date,const,DOG FOOD_HILLS_SCIENCE DIET_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_EVERYDAY_6-petco total b&m ta-dog food-dry-usa-pet_care_petco_bm-hills_ln_acv,DOG FOOD_HILLS_SCIENCE DIET_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_EVERYDAY_6-petco total b&m ta-dog food-dry-usa-pet_care_petco_bm-hills_ln_base_price,DOG FOOD_HILLS_SCIENCE DIET_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_EVERYDAY_6-petco total b&m ta-dog food-dry-usa-pet_care_petco_bm-hills_yearly_seasonality_segment,DOG FOOD_HILLS_SCIENCE DIET_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_EVERYDAY_6-petco total b&m ta-dog food-dry-usa-pet_care_petco_bm-hills_christmas_flg,DOG FOOD_HILLS_SCIENCE DIET_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_EVERYDAY_6-petco total b&m ta-dog food-dry-usa-pet_care_petco_bm-hills_new_year_flg,DOG FOOD_HILLS_SCIENCE DIET_DRY_SINGLE PACK_8.1-20.9LB (DD-MD)_EVERYDAY_6-petco total b&m ta-dog food-dry-usa-pet_care_petco_bm-hills_time_trend
2021-01-02,1.0,4.143134726391533,3.4995332823830174,0.030137848997078526,0.0,0.0,1.0
2021-01-09,1.0,4.07753744390572,3.5004392163118045,0.030137848997078526,0.0,1.0,1.01
2021-01-16,1.0,4.110873864173311,3.498324092392878,0.020085667902372966,0.0,0.0,1.02
2021-01-23,1.0,4.07753744390572,3.498324092392878,0.019191883957886836,0.0,0.0,1.03
2021-01-30,1.0,4.127134385045092,3.498324092392878,0.01937026164795526,0.0,0.0,1.04
2021-02-06,1.0,4.127134385045092,3.498324092392878,0.018744114193613475,0.0,0.0,1.05
2021-02-13,1.0,4.1588830833596715,3.498021566297695,0.018382943021254372,0.0,0.0,1.06
2021-02-20,1.0,4.1588830833596715,3.497718948652777,0.018212262302351134,0.0,0.0,1.07
2021-02-27,1.0,4.219507705176107,3.4968105458651015,0.018840481575873584,0.0,0.0,1.08
2021-03-06,1.0,4.174387269895637,3.4949912609485163,0.018968386224200197,0.0,0.0,1.09
2021-03-13,1.0,4.219507705176107,3.49620448524049,0.018382088228141906,0.0,0.0,1.1
2021-03-20,1.0,4.204692619390966,3.49620448524049,0.018447669642317765,0.0,0.0,1.11
2021-03-27,1.0,4.189654742026425,3.4965075614664802,0.01830127003090748,0.0,0.0,1.12
2021-04-03,1.0,4.204692619390966,3.4965075614664802,0.018460667864041436,0.0,0.0,1.1300000000000001
2021-04-10,1.0,4.174387269895637,3.4968105458651015,0.017918284384992073,0.0,0.0,1.1400000000000001
2021-04-17,1.0,4.189654742026425,3.4949912609485163,0.018659671750245244,0.0,0.0,1.1500000000000001
2021-04-24,1.0,4.204692619390966,3.49620448524049,0.01790567331171844,0.0,0.0,1.1600000000000001
2021-05-01,1.0,4.204692619390966,3.49620448524049,0.01812502357389077,0.0,0.0,1.1700000000000002
2021-05-08,1.0,4.23410650459726,3.4965075614664802,0.017848287178593956,0.0,0.0,1.1800000000000002
2021-05-15,1.0,4.219507705176107,3.4965075614664802,0.017695005141024765,0.0,0.0,1.1900000000000002
2021-05-22,1.0,4.248495242049359,3.497113438491982,0.017628660929407736,0.0,0.0,1.2000000000000002
2021-05-29,1.0,4.23410650459726,3.497113438491982,0.01787587821367712,0.0,0.0,1.2100000000000002
2021-06-05,1.0,4.2626798770413155,3.497113438491982,0.017839978819529947,0.0,0.0,1.2200000000000002
2021-06-12,1.0,4.248495242049359,3.497113438491982,0.017342071414399713,0.0,0.0,1.2300000000000002
2021-06-19,1.0,4.219507705176107,3.497113438491982,0.017480028506392013,0.0,0.0,1.2400000000000002
2021-06-26,1.0,4.248495242049359,3.497113438491982,0.017436439807385597,0.0,0.0,1.2500000000000002
2021-07-03,1.0,4.31748811353631,3.517497837358316,0.018740955675565614,0.0,0.0,1.2600000000000002
2021-07-10,1.0,4.248495242049359,3.5272424885128144,0.017697389362172546,0.0,0.0,1.2700000000000002
2021-07-17,1.0,4.276666119016055,3.5269485869677157,0.018116745880050526,0.0,0.0,1.2800000000000002
2021-07-24,1.0,4.248495242049359,3.5272424885128144,0.018189855606660855,0.0,0.0,1.2900000000000003
2021-07-31,1.0,4.276666119016055,3.5272424885128144,0.018642221321346093,0.0,0.0,1.3000000000000003
2021-08-07,1.0,4.276666119016055,3.5272424885128144,0.01823712796567212,0.0,0.0,1.3100000000000003
2021-08-14,1.0,4.23410650459726,3.5272424885128144,0.018013382993618873,0.0,0.0,1.3200000000000003
2021-08-21,1.0,4.2626798770413155,3.5272424885128144,0.018311680874375923,0.0,0.0,1.3300000000000003
2021-08-28,1.0,4.23410650459726,3.5269485869677157,0.01809105800541732,0.0,0.0,1.3400000000000003
2021-09-04,1.0,4.248495242049359,3.5272424885128144,0.01906351358147428,0.0,0.0,1.3500000000000003
2021-09-11,1.0,4.248495242049359,3.5272424885128144,0.019121827337617674,0.0,0.0,1.3600000000000003
2021-09-18,1.0,4.276666119016055,3.5272424885128144,0.019484294115680877,0.0,0.0,1.3700000000000003
2021-09-25,1.0,4.248495242049359,3.5272424885128144,0.019614000345903725,0.0,0.0,1.3800000000000003
2021-10-02,1.0,4.248495242049359,3.5272424885128144,0.019833457936359235,0.0,0.0,1.3900000000000003
2021-10-09,1.0,4.276666119016055,3.5281236752345424,0.020081378604198744,0.0,0.0,1.4000000000000004
2021-10-16,1.0,4.204692619390966,3.5281236752345424,0.020722197451535914,0.0,0.0,1.4100000000000004
2021-10-23,1.0,4.23410650459726,3.5281236752345424,0.020936240713420297,0.0,0.0,1.4200000000000004
2021-10-30,1.0,4.2626798770413155,3.5281236752345424,0.020841887653046298,0.0,0.0,1.4300000000000004
2021-11-06,1.0,4.204692619390966,3.5281236752345424,0.02099948965401348,0.0,0.0,1.4400000000000004
2021-11-13,1.0,4.219507705176107,3.5281236752345424,0.020886340728047608,0.0,0.0,1.4500000000000004
2021-11-20,1.0,4.219507705176107,3.5281236752345424,0.02103601385209488,0.0,0.0,1.4600000000000004
2021-11-27,1.0,4.204692619390966,3.5295905964305545,0.019860238259589092,0.0,0.0,1.4700000000000004
2021-12-04,1.0,4.2626798770413155,3.5298837226234783,0.02068725059590196,0.0,0.0,1.4800000000000004
2021-12-11,1.0,4.248495242049359,3.528710701961115,0.020391913825814782,0.0,0.0,1.4900000000000004
2021-12-18,1.0,4.2626798770413155,3.528710701961115,0.021271881170417995,0.0,0.0,1.5000000000000004
2021-12-25,1.0,4.23410650459726,3.5298837226234783,0.021631979059945298,1.0,0.0,1.5100000000000005
2022-01-01,1.0,4.276666119016055,3.5298837226234783,0.04043025762161138,0.0,0.0,1.5200000000000005
2022-01-08,1.0,4.276666119016055,3.5298837226234783,0.030137848997078526,0.0,1.0,1.5300000000000005
2022-01-15,1.0,4.330733340286331,3.5298837226234783,0.020085667902372966,0.0,1.0,1.5400000000000005
2022-01-22,1.0,4.290459441148391,3.528710701961115,0.019191883957886836,0.0,0.0,1.5500000000000005
2022-01-29,1.0,4.276666119016055,3.528710701961115,0.01937026164795526,0.0,0.0,1.5600000000000005
2022-02-05,1.0,4.2626798770413155,3.6259396543400624,0.018744114193613475,0.0,0.0,1.5700000000000005
2022-02-12,1.0,4.248495242049359,3.627535823872884,0.018382943021254372,0.0,0.0,1.5800000000000005
2022-02-19,1.0,4.248495242049359,3.628598523229006,0.018212262302351134,0.0,0.0,1.5900000000000005
2022-02-26,1.0,4.2626798770413155,3.6304555339762192,0.018840481575873584,0.0,0.0,1.6000000000000005
2022-03-05,1.0,4.219507705176107,3.629129449708162,0.018968386224200197,0.0,0.0,1.6100000000000005
2022-03-12,1.0,4.23410650459726,3.629129449708162,0.018382088228141906,0.0,0.0,1.6200000000000006
2022-03-19,1.0,4.248495242049359,3.629129449708162,0.018447669642317765,0.0,0.0,1.6300000000000006
2022-03-26,1.0,4.276666119016055,3.62886402170395,0.01830127003090748,0.0,0.0,1.6400000000000006
2022-04-02,1.0,4.290459441148391,3.62886402170395,0.018460667864041436,0.0,0.0,1.6500000000000006
2022-04-09,1.0,4.276666119016055,3.6232736970159425,0.017918284384992073,0.0,0.0,1.6600000000000006
2022-04-16,1.0,4.30406509320417,3.620600613360642,0.018659671750245244,0.0,0.0,1.6700000000000006
2022-04-23,1.0,4.248495242049359,3.620600613360642,0.01790567331171844,0.0,0.0,1.6800000000000006
2022-04-30,1.0,4.23410650459726,3.620600613360642,0.01812502357389077,0.0,0.0,1.6900000000000006
2022-05-07,1.0,4.248495242049359,3.620600613360642,0.017848287178593956,0.0,0.0,1.7000000000000006
2022-05-14,1.0,4.248495242049359,3.6184569898173904,0.017695005141024765,0.0,0.0,1.7100000000000006
2022-05-21,1.0,4.276666119016055,3.620600613360642,0.017628660929407736,0.0,0.0,1.7200000000000006
2022-05-28,1.0,4.31748811353631,3.620600613360642,0.01787587821367712,0.0,0.0,1.7300000000000006
2022-06-04,1.0,4.276666119016055,3.620600613360642,0.017839978819529947,0.0,0.0,1.7400000000000007
2022-06-11,1.0,4.276666119016055,3.620600613360642,0.017342071414399713,0.0,0.0,1.7500000000000007
2022-06-18,1.0,4.290459441148391,3.620600613360642,0.017480028506392013,0.0,0.0,1.7600000000000007
2022-06-25,1.0,4.248495242049359,3.6184569898173904,0.017436439807385597,0.0,0.0,1.7700000000000007
2022-07-02,1.0,4.248495242049359,3.620600613360642,0.018740955675565614,0.0,0.0,1.7800000000000007
2022-07-09,1.0,4.219507705176107,3.620600613360642,0.017697389362172546,0.0,0.0,1.7900000000000007
2022-07-16,1.0,4.23410650459726,3.620600613360642,0.018116745880050526,0.0,0.0,1.8000000000000007
2022-07-23,1.0,4.248495242049359,3.620600613360642,0.018189855606660855,0.0,0.0,1.8100000000000007
2022-07-30,1.0,4.23410650459726,3.620600613360642,0.018642221321346093,0.0,0.0,1.8200000000000007
2022-08-06,1.0,4.204692619390966,3.6656108271745818,0.01823712796567212,0.0,0.0,1.8300000000000007
2022-08-13,1.0,4.248495242049359,3.686125665917315,0.018013382993618873,0.0,0.0,1.8400000000000007
2022-08-20,1.0,4.23410650459726,3.6893793291555874,0.018311680874375923,0.0,0.0,1.8500000000000008
2022-08-27,1.0,4.174387269895637,3.687878953780353,0.01809105800541732,0.0,0.0,1.8600000000000008
2022-09-03,1.0,4.290459441148391,3.6856241613932634,0.01906351358147428,0.0,0.0,1.8700000000000008
2022-09-10,1.0,4.330733340286331,3.6838669122903918,0.019121827337617674,0.0,0.0,1.8800000000000008
2022-09-17,1.0,4.30406509320417,3.685373314784649,0.019484294115680877,0.0,0.0,1.8900000000000008
2022-09-24,1.0,4.31748811353631,3.685373314784649,0.019614000345903725,0.0,0.0,1.9000000000000008
2022-10-01,1.0,4.31748811353631,3.685373314784649,0.019833457936359235,0.0,0.0,1.9100000000000008
2022-10-08,1.0,4.30406509320417,3.685373314784649,0.020081378604198744,0.0,0.0,1.9200000000000008
2022-10-15,1.0,4.330733340286331,3.685373314784649,0.020722197451535914,0.0,0.0,1.9300000000000008
2022-10-22,1.0,4.330733340286331,3.6838669122903918,0.020936240713420297,0.0,0.0,1.9400000000000008
2022-10-29,1.0,4.276666119016055,3.685373314784649,0.020841887653046298,0.0,0.0,1.9500000000000008
2022-11-05,1.0,4.330733340286331,3.685122405236224,0.02099948965401348,0.0,0.0,1.9600000000000009
2022-11-12,1.0,4.330733340286331,3.685122405236224,0.020886340728047608,0.0,0.0,1.9700000000000009
2022-11-19,1.0,4.343805421853684,3.6793340412704048,0.02103601385209488,0.0,0.0,1.9800000000000009
2022-11-26,1.0,4.30406509320417,3.6686767467964168,0.019860238259589092,0.0,0.0,1.9900000000000009
2022-12-03,1.0,4.330733340286331,3.6686767467964168,0.02068725059590196,0.0,0.0,2.000000000000001
2022-12-10,1.0,4.330733340286331,3.6681664125163946,0.020391913825814782,0.0,0.0,2.0100000000000007
2022-12-17,1.0,4.31748811353631,3.6681664125163946,0.021271881170417995,0.0,0.0,2.020000000000001
2022-12-24,1.0,4.343805421853684,3.6681664125163946,0.021631979059945298,1.0,0.0,2.030000000000001
2022-12-31,1.0,4.219507705176107,3.6681664125163946,0.04043025762161138,0.0,0.0,2.040000000000001
